name,iata_code,iso_country,iso_region,municipality,type,scheduled_service,latitude_deg,longitude_deg
Kavieng Airport,KVG,PG,PG-NIK,Kavieng,medium_airport,yes,-2.57940006256,150.807998657
Kawito Airport,KWO,PG,PG-WPD,Kawito,small_airport,no,-7.977006912229999,142.823577881
Londolovit Airport,LNV,PG,PG-NIK,Londolovit,small_airport,yes,-3.04361009598,152.628997803
Lab Lab Airport,LAB,PG,PG-MPL,Lab Lab Mission,small_airport,no,-5.7204,148.0566
Keglsugl Airport,KEG,PG,PG-CPK,Denglagu Mission,small_airport,no,-5.83277777778,145.097222222
Kibuli Airstrip,KII,PG,PG-WPD,Kibuli,small_airport,no,-9.006528,142.698056
Linga Linga Airport,LGN,PG,PG-WBK,Linga Linga,small_airport,no,-5.5319444444400006,149.734166667
Langimar Airport,LNM,PG,PG-MPL,,small_airport,no,-7.22313888889,146.227083333
Lowai Airport,LWI,PG,PG-MPL,Lowai,small_airport,no,-6.3344,146.6458
Leron Plains Airport,LPN,PG,PG-MPL,Leron Plains,small_airport,no,-6.3917,146.3434
Lese Airport,LNG,PG,PG-GPK,Lese,small_airport,no,-8.2799,146.2765
Lengbati Airport,LNC,PG,PG-MPL,,small_airport,no,-6.384611111110001,147.368638889
Lumi Airport,LMI,PG,PG-SAN,Lumi,small_airport,no,-3.47683951134,142.041292191
Long Island Airport,LSJ,PG,PG-MPM,Long Island,small_airport,no,-5.3604,147.0177
Yas Island Seaplane Base,AYM,AE,AE-AZ,Abu Dhabi,seaplane_base,no,24.467,54.6103
Manari Airport,MRM,PG,PG-CPM,Manari,small_airport,no,-9.1908,147.6219
Morobe Airport,OBM,PG,PG-MPL,Morobe,small_airport,no,-7.74,147.59
Menyamya Airport,MYX,PG,PG-MPL,Menyamya,small_airport,no,-7.21166666667,146.019361111
Madang Airport,MAG,PG,PG-MPM,Madang,medium_airport,yes,-5.20707988739,145.789001465
Mount Hagen Kagamuga Airport,HGU,PG,PG-WHM,Mount Hagen,medium_airport,yes,-5.828212,144.299412
Mindik Airport,MXK,PG,PG-MPL,Mindik,small_airport,no,-6.47166666667,147.441138889
Makini Airport,MPG,PG,PG-MPL,Makini,small_airport,no,-6.532222222220001,147.651166667
Mougulu Airport,GUV,PG,PG-WPD,Mougulu,small_airport,no,-6.280859,142.420775
Mendi Airport,MDU,PG,PG-SHM,Mendi,medium_airport,yes,-6.14774,143.656998
Momote Airport,MAS,PG,PG-MRL,Manus Island,medium_airport,yes,-2.06189,147.423996
Malalaua Airport,MLQ,PG,PG-GPK,Malalaua,small_airport,no,-8.07138888889,146.155472222
Malam Airport,MQO,PG,PG-WPD,Malam,small_airport,no,-8.70916666667,142.649722222
Moro Airport,MXH,PG,PG-SHM,Moro,small_airport,yes,-6.36332988739,143.238006592
Misima Island Airport,MIS,PG,PG-MBA,Misima Island,small_airport,yes,-10.6892004013,152.837997437
Malekolon Airport,MKN,PG,PG-NIK,Babase Island,small_airport,no,-4.02343055556,153.657277778
Marawaka Airport,MWG,PG,PG-EHG,Marawaka,small_airport,no,-6.9736,145.8849
Mapua(Mabua) Airport,MPU,PG,PG-NIK,Tatau Island,small_airport,no,-2.81138888889,151.991111111
Nankina Airport,NKN,PG,PG-MPM,Gwarawon,small_airport,no,-5.837,146.4533
Kanabea Airport,KEX,PG,PG-GPK,Kanabea,small_airport,no,-7.538888888890001,145.905
Nadunumu Airport,NDN,PG,PG-CPM,Nadunumu,small_airport,no,-9.14355555556,147.68425
Aua Island Airport,AUI,PG,PG-MRL,Aua Island,small_airport,no,-1.46055555556,143.064722222
Negarbo(Negabo) Airport,GBF,PG,PG-CPK,Negarbo,small_airport,no,-6.567778,144.703058
Manguna Airport,MFO,PG,PG-EBR,Manguna,small_airport,no,-5.577778,151.792333
Nuguria Airstrip,NUG,PG,PG-NSB,Nuguria Island,small_airport,no,-3.4075,154.7383
Namudi Airport,NDI,PG,PG-NPP,Namudi,small_airport,no,-9.47375,148.329416667
Kasonombe Airport,KSB,PG,PG-MPL,Kasonombe,small_airport,no,-6.3819,146.9859
Kandep Airport,KDP,PG,PG-EPW,Kandep,small_airport,no,-5.84061111111,143.507222222
Nomane Airport,NMN,PG,PG-CPK,Namane,small_airport,no,-6.32183,145.070667
Bunsil Airport,BXZ,PG,PG-MPL,Bunsil - Umboi Island,small_airport,no,-5.7243,147.8667
Nuku Airport,UKU,PG,PG-SAN,Nuku,small_airport,no,-3.676651,142.484334
Namatanai Airport,ATN,PG,PG-NIK,Namatanai,small_airport,no,-3.6695,152.438
Nambaiyufa Airport,NBA,PG,PG-CPK,Nambaiyufa,small_airport,no,-6.2412,145.2424
Nadzab Tomodachi International Airport,LAE,PG,PG-MPL,Lae,large_airport,yes,-6.567995,146.726544
Obo Airport,OBX,PG,PG-WPD,Obo,small_airport,yes,-7.590622421369999,141.324262619
Konge Airport,KGB,PG,PG-MPL,Konge,small_airport,no,-6.2239,147.2152
Okao Airport,OKV,PG,PG-WPD,Okao,small_airport,no,-5.55666666667,141.032777778
Ogeranang Airport,OGE,PG,PG-MPL,,small_airport,no,-6.46675,147.364166667
Oksapmin Airport,OKP,PG,PG-SAN,Oksapmin,small_airport,no,-5.2261,142.2259
Komako Airport,HOC,PG,PG-GPK,Komako,small_airport,no,-7.3984,145.8827
Kol Airport,KQL,PG,PG-JWK,Kol,small_airport,no,-5.73116666667,144.846
Omora Airport,OSE,PG,PG-MPL,Omora,small_airport,no,-7.82777777778,147.080638889
Komo-Manda Airport,KOM,PG,PG-HLA,Komo,small_airport,no,-6.0682,142.8598
Kosipe Airport,KSP,PG,PG-CPM,Kosipe Mission,small_airport,no,-8.450716,147.209195
Komaio Airport,KCJ,PG,PG-GPK,Komaio,small_airport,no,-7.2714,143.5952
Olsobip Airport,OLQ,PG,PG-WPD,Olsobip,small_airport,no,-5.3897222222200005,141.515277778
Koroba Airport,KDE,PG,PG-HLA,Koroba,small_airport,no,-5.6952,142.7441
Open Bay Airport,OPB,PG,PG-EBR,Maitanakunai,small_airport,no,-4.794727,151.696195
Paiela Airport,PLE,PG,PG-EPW,Paiela,small_airport,no,-5.372407,142.975774
Pangoa Airport,PGB,PG,PG-WPD,Pangoa,small_airport,no,-7.0226,141.5605
Pindiu Airport,PDI,PG,PG-MPL,Pindiu,small_airport,no,-6.445138888890001,147.515833333
April River Airport,APR,PG,PG-ESW,April River,small_airport,no,-4.67666666667,142.540138889
Pangia Airport,PGN,PG,PG-SHM,Pangia,small_airport,no,-6.386,144.1084
Pimaga Airport,PMP,PG,PG-SHM,Pimaga,small_airport,no,-6.49916666667,143.510277778
Mapoda Airport,MPF,PG,PG-WPD,Mapoda,small_airport,no,-7.979,143.1694
Pumani Airport,PMN,PG,PG-MBA,Pumani,small_airport,no,-9.7469,149.4766
Walluanda Airport,WLU,PG,PG-SHM,Puri,small_airport,no,-6.475161,143.987222
Port Moresby Jacksons International Airport,POM,PG,PG-NCD,Port Moresby,large_airport,yes,-9.44338035583496,147.22000122070312
Karawari Airstrip,KRJ,PG,PG-ESW,Amboin,small_airport,no,-4.59666666667,143.5225
Tumolbil Airport,TLP,PG,PG-SAN,Tumolbil,small_airport,no,-4.7748,141.0133
Sopu Airport,SPH,PG,PG-CPM,Sopu,small_airport,no,-8.3038,147.1659
Ononge Airport,ONB,PG,PG-CPM,Onange Mission,small_airport,no,-8.67436111111,147.262416667
Sialum Airport,SXA,PG,PG-MPL,Sialum,small_airport,no,-6.0908,147.5955
Kira Airport,KIQ,PG,PG-NPP,Kira,small_airport,no,-8.065111111110001,147.332027778
Raba Raba Airport,RBP,PG,PG-MBA,Rabaraba,small_airport,no,-9.97111111111,149.832222222
Rumginae Airport,RMN,PG,PG-WPD,,small_airport,no,-5.89722222222,141.271666667
Karimui Airport,KMR,PG,PG-CPK,Karimui,small_airport,no,-6.4921,144.823
Kairuku Airport,RKU,PG,PG-CPM,Yule Island,small_airport,no,-8.817000054,146.5243833
Maramuni Airport,MWI,PG,PG-EPW,Maramuni,small_airport,no,-5.13,143.4829
Kakoro(Koroko) Airstrip,KOR,PG,PG-GPK,Kakoro,small_airport,no,-7.83466666667,146.5335
May River Airstrip,MRH,PG,PG-ESW,May River,small_airport,no,-4.3615,141.785
Suabi Airport,SBE,PG,PG-WPD,,small_airport,no,-6.10444444444,142.278333333
Saidor Airport,SDI,PG,PG-MPM,Saidor,small_airport,no,-5.62713888889,146.462777778
Simberi Airport,NIS,PG,PG-NIK,Simberi Island,small_airport,no,-2.66222222222,151.997777778
Safia Airport,SFU,PG,PG-NPP,Safia,small_airport,no,-9.59305555556,148.636111111
Sila Airport,SIL,PG,PG-NPP,Sila Mission,small_airport,no,-9.07355555556,148.38925
Sabah Airport,SBV,PG,PG-NSB,Sabah,small_airport,no,-5.5765,155.0489
Simbai Airport,SIM,PG,PG-MPM,Simbai,small_airport,no,-5.278611111110001,144.544722222
Sengapi Airstrip,SGK,PG,PG-MPM,Sengapi,small_airport,no,-5.12583333333,144.323611111
Sehulea Airport,SXH,PG,PG-MBA,Sehulea,small_airport,no,-9.96452777778,151.161861111
Selbang Airport,SBC,PG,PG-WPD,Selbang,small_airport,no,-5.315,141.752
Sapmanga Airport,SMH,PG,PG-MPL,Sapmanga,small_airport,no,-6.075277777779999,146.811111111
Sepik Plains Airport,SPV,PG,PG-ESW,Sepik Plains,small_airport,no,-3.8821,143.6734
Sasereme Airport,TDS,PG,PG-WPD,Sasereme,small_airport,yes,-7.6217,142.868
Suki Airport,SKC,PG,PG-WPD,Suki,small_airport,no,-8.0466,141.7222
Sauren Airport,SXW,PG,PG-WBK,Sauren,small_airport,no,-5.9701,148.8543
Satwag Airport,SWG,PG,PG-MPL,Satwag,small_airport,no,-6.13955555556,147.279166667
Masa Airport,MBV,PG,PG-MPL,Masa,small_airport,no,-6.345,147.591
Tari Airport,TIZ,PG,PG-HLA,Tari,small_airport,yes,-5.845,142.947998
Tabubil Airport,TBG,PG,PG-WPD,Tabubil,small_airport,yes,-5.280471,141.227576
Telefomin Airport,TFM,PG,PG-SAN,Telefomin,small_airport,no,-5.12608,141.641922
Tetebedi Airport,TDB,PG,PG-NPP,Tetebedi,small_airport,no,-9.1586,148.0686
Tagula Airport,TGL,PG,PG-MBA,Sudest Island,small_airport,no,-11.3311111111,153.202916667
Tifalmin Airport,TFB,PG,PG-SAN,Tifalmin,small_airport,no,-5.117249,141.418076
Tapini Airport,TPI,PG,PG-CPM,Tapini,small_airport,yes,-8.35666666667,146.989166667
Tokua Airport,RAB,PG,PG-EBR,Kokopo,medium_airport,yes,-4.34046,152.380005
Tekin Airport,TKW,PG,PG-SAN,Tekin,small_airport,no,-5.243667,142.165194
Kamberatoro Airport,KDQ,PG,PG-SAN,Kamberatoro Mission,small_airport,no,-3.600556,141.051667
Tep Tep Airport,TEP,PG,PG-MPM,Teptep,small_airport,no,-5.9553,146.5595
Tarabo Airport,TBQ,PG,PG-EHG,Tarabo,small_airport,no,-6.46666666667,145.532222222
Tsewi Airport,TSW,PG,PG-MPL,Tsewi,small_airport,no,-7.0695,146.1272
Tarakbits Airport,TRJ,PG,PG-WPD,Tarakbits,small_airport,no,-5.614,141.0421
Tufi Airport,TFI,PG,PG-NPP,Tufi,small_airport,yes,-9.07595443726,149.319839478
Timbunke Airport,TBE,PG,PG-ESW,Timbunke,small_airport,no,-4.196633,143.519222
Tawa Airport,TWY,PG,PG-MPL,Tawa,small_airport,no,-7.4463,146.1067
Terapo Airport,TEO,PG,PG-GPK,Terapo Mission,small_airport,no,-8.16972222222,146.194444444
Tekadu Airport,TKB,PG,PG-MPL,Tekadu,small_airport,no,-7.6808,146.5503
Umba Airport,UMC,PG,PG-MPL,Umba,small_airport,no,-7.0214,145.966
Uroubi Airport,URU,PG,PG-NPP,Uroubi,small_airport,no,-9.5162,148.5591
Buin Airport,UBI,PG,PG-NSB,Buin,small_airport,no,-6.72916666667,155.683333333
Aumo Airport,AUV,PG,PG-WBK,Aumo,small_airport,no,-5.731111111110001,148.445277778
Gulgubip Airport,GLP,PG,PG-WPD,Gulgubip,small_airport,no,-5.2808,141.5411
Upiara Airport,UPR,PG,PG-WPD,Upiara,small_airport,no,-8.5411,142.6503
Kuyol Airport,KUX,PG,PG-WPD,,small_airport,no,-5.372361111110001,141.623888889
Uvol Airport,UVO,PG,PG-EBR,Uvol,small_airport,no,-6.0178,150.9557
Talasea Airport,TLW,PG,PG-WBK,Talasea,small_airport,no,-5.2726,150.0089
Torembi Airport,TCJ,PG,PG-ESW,Torembi,small_airport,no,-4.0165,143.1329
Vanimo Airport,VAI,PG,PG-SAN,Vanimo,medium_airport,yes,-2.6926,141.3028
Tonu Airport,TON,PG,PG-NSB,Tonu,small_airport,no,-6.6552,155.4326
Wuvulu Island Airport,WUV,PG,PG-MRL,Wuvulu Island,small_airport,no,-1.73611111111,142.836666667
Wabo Airport,WAO,PG,PG-GPK,Wabo,small_airport,no,-6.98944444444,145.075111111
Wantoat Airport,WTT,PG,PG-MPL,Wantoat,small_airport,no,-6.1325,146.467777778
Wapenamanda Airport,WBM,PG,PG-EPW,Wapenamanda,medium_airport,yes,-5.635293,143.892231
Wawoi Falls Airport,WAJ,PG,PG-WPD,Wavoi Falls,small_airport,no,-6.9523,142.6557
Wanigela Airport,AGL,PG,PG-NPP,Wanigela,small_airport,no,-9.3375,149.155556
Wanuma Airport,WNU,PG,PG-MPM,Wanuma,small_airport,no,-4.8961,145.3213
Wapolu Airport,WBC,PG,PG-MBA,Wapolu,small_airport,no,-9.3376,150.5093
Wewak International Airport,WWK,PG,PG-ESW,Wewak,medium_airport,yes,-3.58383011818,143.669006348
Wonenara Airport,WOA,PG,PG-EHG,Wonenara,small_airport,no,-6.796861111110001,145.891944444
Wakunai Airport,WKN,PG,PG-NSB,Wakunai,small_airport,no,-5.8603,155.2223
Wasu Airport,WSU,PG,PG-MPL,Wasu,small_airport,no,-5.96170944919,147.19822526
Woitape Airport,WTP,PG,PG-CPM,Fatima Mission,small_airport,no,-8.545833,147.2525
Wau Airport,WUG,PG,PG-MPL,Wau,small_airport,no,-7.345556,146.718611
Yeva Airport,YVD,PG,PG-MPL,Yeva,small_airport,no,-7.548,146.188
Sim Airport,SMJ,PG,PG-MPL,Sim,small_airport,no,-7.75,146.9273
Tol Airport,TLO,PG,PG-EBR,Tol,small_airport,no,-4.98083019257,152.009994507
Wipim Airport,WPM,PG,PG-WPD,Wipim,small_airport,no,-8.78822,142.882004
Weam Airport,WEP,PG,PG-WPD,Weam,small_airport,no,-8.6184,141.1381
Arugam Bay SPB,AYY,LK,LK-5,Pottuvil,seaplane_base,no,6.86,81.82388888890002
Yalumet Airport,KYX,PG,PG-MPL,Yalumet,small_airport,no,-6.09,147.0117
Yenkis(Yankisa) Airport,YEQ,PG,PG-EPW,,small_airport,no,-5.10972222222,143.917666667
Tinboli Airport,TCK,PG,PG-ESW,Tinboli,small_airport,no,-4.0949,143.3838
Munbil Airport,LNF,PG,PG-SAN,,small_airport,no,-4.855941,141.220165
Oram Airport,RAX,PG,PG-CPM,,small_airport,no,-9.632916666669995,148.048055556
Yapsiei Airport,KPE,PG,PG-SAN,,small_airport,no,-4.6280555555600005,141.094166667
Yasuru Airport,KSX,PG,PG-MPL,Yasuru,small_airport,no,-6.6015,146.1813
Zenag Airport,ZEN,PG,PG-MPL,Zenag,small_airport,no,-6.9522222222200005,146.61625
Silur Airport,SWR,PG,PG-NIK,Silur Mission,small_airport,no,-4.5298888888899995,153.054444444
Wasum Airport,WUM,PG,PG-WBK,Wasum,small_airport,no,-6.0491,149.337
Sissano Airport,SIZ,PG,PG-SAN,Sissano,small_airport,no,-2.99944444444,142.0445
Ossima Airport,OSG,PG,PG-SAN,Ossima,small_airport,no,-2.91555555556,141.297305556
Zabrat Airport,ZXT,AZ,AZ-BA,Zabrat,medium_airport,no,40.494884,49.977065
Lava Falls Heliport,HAE,US,US-AZ,Supai Village,heliport,no,36.1916007996,-113.092002869
Amazon Bay Airport,AZB,PG,PG-CPM,,small_airport,no,-10.2991666667,149.338333333
Bali Airport,BAJ,PG,PG-WBK,Unea Island,small_airport,no,-4.8833333333299995,149.133333333
Benguera Island Airport,BCW,MZ,MZ-I,Benguera Island,medium_airport,no,-21.8533,35.438301
Milyakburra Airport,BCZ,AU,AU-NT,Bickerton Island,small_airport,no,-13.7808333333,136.201666667
Bezmer Air Base,JAM,BG,BG-28,Bezmer,medium_airport,no,42.454899,26.3522
Aasiaat Airport,JEG,GL,GL-QK,Aasiaat,medium_airport,yes,68.721802,-52.784698
Aappilattoq Heliport,AOQ,GL,GL-AV,Aappilattoq,heliport,yes,72.88703,-55.596287
Tasiilaq Heliport,AGM,GL,GL-SE,Tasiilaq,heliport,yes,65.612296,-37.618335
Alluitsup Paa Heliport,LLU,GL,GL-KU,Alluitsup Paa,heliport,yes,60.46445,-45.56917
Aappilattoq Heliport,QUV,GL,GL-KU,Aappilattoq,heliport,yes,60.148357,-44.286916
Arsuk Heliport,JRK,GL,GL-SE,Arsuk,heliport,no,61.176828,-48.419698
Ammassivik Heliport,QUW,GL,GL-KU,Ammassivik,heliport,yes,60.597376,-45.382445
Attu Heliport,QGQ,GL,GL-QK,Attu,heliport,yes,67.940663,-53.62187
Narsarsuaq International Airport,UAK,GL,GL-KU,Narsarsuaq,large_airport,yes,61.1605,-45.425999
Qasigiannguit Heliport,JCH,GL,GL-QK,Qasigiannguit,heliport,yes,68.822816,-51.173447
Neerlerit Inaat Airport,CNP,GL,GL-SE,Neerlerit Inaat,medium_airport,yes,70.743103,-22.650499
Eqalugaarsuit Heliport,QFG,GL,GL-KU,Eqalugaarsuit,heliport,yes,60.61972,-45.914062
Narsarmijit Heliport,QFN,GL,GL-KU,Narsarmijit,heliport,yes,60.004694,-44.656935
Kangilinnguit Heliport,JGR,GL,GL-SE,Kangilinnguit,heliport,yes,61.22896,-48.09698
Nuuk International Airport,GOH,GL,GL-SE,Nuuk,large_airport,yes,64.191066,-51.67914
Qeqertarsuaq Heliport,JGO,GL,GL-QK,Qeqertarsuaq,heliport,yes,69.251182,-53.514876
Ikerasak Heliport,IKE,GL,GL-AV,Ikerasak,heliport,yes,70.498145,-51.303084
Iginniarfik Heliport,QFI,GL,GL-QK,Iginniarfik,heliport,yes,68.14583,-53.16916
Ikerassaarsuk Heliport,QRY,GL,GL-QK,Ikerassaarsuk,heliport,yes,68.140881,-53.441459
Ilimanaq Heliport,XIQ,GL,GL-AV,Ilimanaq,heliport,yes,69.080915,-51.114315
Innarsuit Heliport,IUI,GL,GL-AV,Innarsuit,heliport,yes,73.199895,-56.010817
Isortoq Heliport,IOQ,GL,GL-SE,Isortoq,heliport,yes,65.547792,-38.976552
Ikamiut Heliport,QJI,GL,GL-QK,Ikamiut,heliport,yes,68.634253,-51.832262
Qaqortoq Heliport,JJU,GL,GL-KU,Qaqortoq,heliport,yes,60.715684,-46.029919
Ilulissat Airport,JAV,GL,GL-AV,Ilulissat,medium_airport,yes,69.243202,-51.057098
Kangaatsiaq Heliport,QPW,GL,GL-QK,Kangaatsiaq,heliport,yes,68.312657,-53.460208
Kulusuk Airport,KUS,GL,GL-SE,Kulusuk,medium_airport,yes,65.573601,-37.1236
Kuummiut Heliport,KUZ,GL,GL-SE,Kuummiut,heliport,yes,65.863935,-36.997919
Kullorsuaq Heliport,KHQ,GL,GL-AV,Kullorsuaq,heliport,no,74.57805,-57.226828
Kangersuatsiaq Heliport,KGQ,GL,GL-AV,Kangersuatsiaq,heliport,yes,72.381092,-55.536586
Kitsissuarsuit Heliport,QJE,GL,GL-QK,Kitsissuarsuit,heliport,yes,68.857926,-53.123295
Illorsuit Heliport,IOT,GL,GL-AV,Illorsuit,heliport,yes,71.241944,-53.562877
Maniitsoq Airport,JSU,GL,GL-QA,Maniitsoq,small_airport,yes,65.412498,-52.9394
Nanortalik Heliport,JNN,GL,GL-KU,Nanortalik,heliport,yes,60.141884,-45.232977
Nuugaatsiaq Heliport,JUU,GL,GL-AV,Nuugaatsiaq,heliport,yes,71.538769,-53.205038
Narsaq Heliport,JNS,GL,GL-KU,Narsaq,heliport,yes,60.917283,-46.059923
Niaqornat Heliport,NIQ,GL,GL-AV,Niaqornat,heliport,yes,70.789385,-53.662945
Nuussuaq Heliport,NSQ,GL,GL-AV,Nuussuaq,heliport,no,74.109853,-57.065037
Paamiut Airport,JFR,GL,GL-SE,Paamiut,small_airport,yes,62.014736,-49.670937
Qeqertaq Heliport,PQT,GL,GL-AV,Qeqertaq,heliport,yes,69.995861,-51.300917
Qaanaaq Airport,NAQ,GL,GL-AV,Qaanaaq,medium_airport,yes,77.488602,-69.388702
Qassimiut Heliport,QJH,GL,GL-KU,Qassimiut,heliport,yes,60.780959,-47.156249
Ittoqqortoormiit Heliport,OBY,GL,GL-SE,Ittoqqortoormiit,heliport,yes,70.488229,-21.97168
Kangerlussuaq International Airport,SFJ,GL,GL-QA,Kangerlussuaq,large_airport,yes,67.010446,-50.715294
Sermiligaaq Heliport,SGG,GL,GL-SE,Sermiligaaq,heliport,yes,65.90592,-36.378254
Siorapaluk Heliport,SRK,GL,GL-AV,Siorapaluk,heliport,yes,77.786517,-70.638657
Saarloq Heliport,QOQ,GL,GL-KU,Saarloq,heliport,yes,60.537778,-46.024722
Sisimiut Airport,JHS,GL,GL-QA,Sisimiut,medium_airport,yes,66.951302,-53.729301
Saattut Heliport,SAE,GL,GL-AV,Saattut,heliport,yes,70.811172,-51.63129
Savissivik Heliport,SVR,GL,GL-AV,Savissivik,heliport,yes,76.018613,-65.117683
Tasiusaq Heliport,TQA,GL,GL-AV,Tasiusaq,heliport,yes,73.373055,-56.06028
Pituffik Space Base,THU,GL,GL-AV,Pituffik,large_airport,yes,76.53063,-68.700541
Tiniteqilaaq Heliport,TQI,GL,GL-SE,Tiniteqilaaq,heliport,yes,65.892027,-37.783409
Tasiusaq Heliport,XEQ,GL,GL-KU,Tasiusak,heliport,yes,60.194305,-44.813447
Upernavik Airport,JUV,GL,GL-AV,Upernavik,small_airport,yes,72.790199,-56.1306
Uummannaq Heliport,UMD,GL,GL-AV,Uummannaq,heliport,yes,70.680428,-52.11163
Qaarsut Airport,JQA,GL,GL-AV,Uummannaq,small_airport,yes,70.7342,-52.696201
Ukkusissat Heliport,JUK,GL,GL-AV,Ukkusissat,heliport,yes,71.049438,-51.890016
Bahía de los Ángeles Airport,BHL,MX,MX-BCN,Ensenada,small_airport,no,28.9786,-113.560997
Brighton Downs Airport,BHT,AU,AU-QLD,Brighton Downs,small_airport,no,-23.363333,141.562778
Akureyri International Airport,AEY,IS,IS-6,Akureyri,large_airport,yes,65.656573,-18.072018
Bildudalur Airport,BIU,IS,IS-4,Bildudalur,small_airport,no,65.641296,-23.5462
Borgarfjörður eystri Airport,BGJ,IS,IS-7,Borgarfjörður eystri,small_airport,no,65.516769,-13.81578
Blönduós Airport,BLO,IS,IS-5,Blönduós,small_airport,no,65.644997,-20.2875
Breiðdalsvík Airport,BXV,IS,IS-7,Breiðdalsvík,small_airport,no,64.790037,-14.043927
Djúpivogur Airport,DJU,IS,IS-7,Djúpivogur,small_airport,no,64.642372,-14.277297
Egilsstaðir Airport,EGS,IS,IS-7,Egilsstaðir,medium_airport,yes,65.2833023071289,-14.401399612426758
Fagurhólsmýri Airport,FAG,IS,IS-7,Fagurhólsmýri,small_airport,no,63.874699,-16.6411
Grundarfjörður Airport,GUU,IS,IS-3,Grundarfjörður,small_airport,no,64.991402,-23.224701
Gjögur Airport,GJR,IS,IS-4,Gjögur,small_airport,no,65.9953,-21.3269
Grímsey Airport,GRY,IS,IS-6,Grímsey/Sandvík,medium_airport,yes,66.5458,-18.0173
Hólmavík Airport,HVK,IS,IS-4,Hólmavík,small_airport,no,65.704697,-21.6964
Hornafjörður Airport,HFN,IS,IS-8,Höfn,medium_airport,yes,64.295601,-15.2272
Húsavík Airport,HZK,IS,IS-6,Húsavík,medium_airport,no,65.952301,-17.426001
Ísafjörður Airport,IFJ,IS,IS-4,Ísafjörður,medium_airport,yes,66.058098,-23.1353
Keflavik International Airport,KEF,IS,IS-2,Reykjavík,large_airport,yes,63.985001,-22.6056
Kópasker Airport,OPA,IS,IS-6,Kópasker,small_airport,no,66.310799,-16.4667
Sauðárkrókur Airport,SAK,IS,IS-5,Sauðárkrókur,small_airport,no,65.73169708249999,-19.572799682599996
Norðfjörður Airport,NOR,IS,IS-7,Norðfjörður,small_airport,no,65.131897,-13.7464
Reykhólar Airport,RHA,IS,IS-4,Reykhólar,small_airport,no,65.45262908935547,-22.20611572265625
Rif Airport,OLI,IS,IS-3,Rif,medium_airport,no,64.9114,-23.823099
Raufarhöfn Airport,RFN,IS,IS-6,Raufarhöfn,small_airport,no,66.406403,-15.9183
Reykjavík Domestic Airport,RKV,IS,IS-1,Reykjavík,medium_airport,yes,64.128732,-21.93759
Reykjahlíð Airport,MVA,IS,IS-6,Myvatn,small_airport,no,65.6558,-16.9181
Siglufjörður Airport,SIJ,IS,IS-6,Siglufjörður,medium_airport,no,66.137847,-18.908157
Stykkishólmur Airport,SYK,IS,IS-3,Stykkishólmur,small_airport,no,65.058851,-22.764616
Þingeyri Airport,TEY,IS,IS-4,Þingeyri,small_airport,no,65.8703,-23.559999
Þórshöfn Airport,THO,IS,IS-6,Þórshöfn,small_airport,yes,66.218498,-15.3356
Vestmannaeyjar Airport,VEY,IS,IS-8,Vestmannaeyjar,medium_airport,no,63.42430114746094,-20.278900146484375
Vopnafjörður Airport,VPN,IS,IS-7,Vopnafjörður,small_airport,yes,65.720596,-14.8506
Baleela Airport,BJE,SD,SD-13,Baleela Base Camp,small_airport,no,11.1994444444,28.5230555556
Bahja Airport,BJQ,OM,OM-WU,Bahja,small_airport,no,19.8730555556,56.0677777778
Bentota River Waterdrome,BJT,LK,LK-1,Bentota,seaplane_base,yes,6.431,79.996
Priština Adem Jashari International Airport,PRN,XK,XK-01,Prishtina,large_airport,yes,42.5728,21.035801
Bamburi Airport,BMQ,KE,KE-300,Bamburi,small_airport,no,-3.983363,39.730982
Baranof Warm Springs Float and Seaplane Base,BNF,US,US-AK,Baranof,seaplane_base,no,57.088799,-134.833146
